fecha;cod_ine;CCAA;total;tipo;Pob_CCAA_2019;UCIS_Públicos;UCIS_Privados;UCI_Total
28/03/2020;11;Extremadura;312;hospitalizados;1067710;97;5;102
29/03/2020;11;Extremadura;313;hospitalizados;1067710;97;5;102
30/03/2020;11;Extremadura;353;hospitalizados;1067710;97;5;102
31/03/2020;11;Extremadura;371;hospitalizados;1067710;97;5;102
01/04/2020;11;Extremadura;372;hospitalizados;1067710;97;5;102
02/04/2020;11;Extremadura;412;hospitalizados;1067710;97;5;102
03/04/2020;11;Extremadura;415;hospitalizados;1067710;97;5;102
04/04/2020;11;Extremadura;453;hospitalizados;1067710;97;5;102
05/04/2020;11;Extremadura;417;hospitalizados;1067710;97;5;102
06/04/2020;11;Extremadura;453;hospitalizados;1067710;97;5;102
07/04/2020;11;Extremadura;686;hospitalizados;1067710;97;5;102
08/04/2020;11;Extremadura;898;hospitalizados;1067710;97;5;102
09/04/2020;11;Extremadura;958;hospitalizados;1067710;97;5;102
10/04/2020;11;Extremadura;1003;hospitalizados;1067710;97;5;102
11/04/2020;11;Extremadura;1052;hospitalizados;1067710;97;5;102
12/04/2020;11;Extremadura;1074;hospitalizados;1067710;97;5;102
13/04/2020;11;Extremadura;1096;hospitalizados;1067710;97;5;102
14/04/2020;11;Extremadura;1114;hospitalizados;1067710;97;5;102
15/04/2020;11;Extremadura;1155;hospitalizados;1067710;97;5;102
21/03/2020;12;Galicia;168;hospitalizados;2699499;215;48;263
22/03/2020;12;Galicia;227;hospitalizados;2699499;215;48;263
23/03/2020;12;Galicia;270;hospitalizados;2699499;215;48;263
24/03/2020;12;Galicia;338;hospitalizados;2699499;215;48;263
25/03/2020;12;Galicia;412;hospitalizados;2699499;215;48;263
26/03/2020;12;Galicia;503;hospitalizados;2699499;215;48;263
27/03/2020;12;Galicia;557;hospitalizados;2699499;215;48;263
28/03/2020;12;Galicia;906;hospitalizados;2699499;215;48;263
29/03/2020;12;Galicia;1043;hospitalizados;2699499;215;48;263
30/03/2020;12;Galicia;1147;hospitalizados;2699499;215;48;263
31/03/2020;12;Galicia;1250;hospitalizados;2699499;215;48;263
01/04/2020;12;Galicia;1338;hospitalizados;2699499;215;48;263
02/04/2020;12;Galicia;1447;hospitalizados;2699499;215;48;263
03/04/2020;12;Galicia;1630;hospitalizados;2699499;215;48;263
04/04/2020;12;Galicia;1767;hospitalizados;2699499;215;48;263
05/04/2020;12;Galicia;1831;hospitalizados;2699499;215;48;263
06/04/2020;12;Galicia;1916;hospitalizados;2699499;215;48;263
07/04/2020;12;Galicia;1968;hospitalizados;2699499;215;48;263
08/04/2020;12;Galicia;2014;hospitalizados;2699499;215;48;263
09/04/2020;12;Galicia;2094;hospitalizados;2699499;215;48;263
10/04/2020;12;Galicia;2165;hospitalizados;2699499;215;48;263
11/04/2020;12;Galicia;2215;hospitalizados;2699499;215;48;263
12/04/2020;12;Galicia;2306;hospitalizados;2699499;215;48;263
13/04/2020;12;Galicia;2344;hospitalizados;2699499;215;48;263
14/04/2020;12;Galicia;2403;hospitalizados;2699499;215;48;263
15/04/2020;12;Galicia;2471;hospitalizados;2699499;215;48;263
21/03/2020;13;Madrid;7388;hospitalizados;6663394;479;225;704
22/03/2020;13;Madrid;8441;hospitalizados;6663394;479;225;704
23/03/2020;13;Madrid;9561;hospitalizados;6663394;479;225;704
24/03/2020;13;Madrid;10443;hospitalizados;6663394;479;225;704
25/03/2020;13;Madrid;11153;hospitalizados;6663394;479;225;704
26/03/2020;13;Madrid;12440;hospitalizados;6663394;479;225;704
27/03/2020;13;Madrid;13580;hospitalizados;6663394;479;225;704
28/03/2020;13;Madrid;14211;hospitalizados;6663394;479;225;704
29/03/2020;13;Madrid;14454;hospitalizados;6663394;479;225;704
30/03/2020;13;Madrid;14917;hospitalizados;6663394;479;225;704
31/03/2020;13;Madrid;15140;hospitalizados;6663394;479;225;704
01/04/2020;13;Madrid;15227;hospitalizados;6663394;479;225;704
02/04/2020;13;Madrid;15227;hospitalizados;6663394;479;225;704
03/04/2020;13;Madrid;15050;hospitalizados;6663394;479;225;704
04/04/2020;13;Madrid;14741;hospitalizados;6663394;479;225;704
05/04/2020;13;Madrid;14551;hospitalizados;6663394;479;225;704
06/04/2020;13;Madrid;14501;hospitalizados;6663394;479;225;704
07/04/2020;13;Madrid;13950;hospitalizados;6663394;479;225;704
08/04/2020;13;Madrid;13289;hospitalizados;6663394;479;225;704
09/04/2020;13;Madrid;12853;hospitalizados;6663394;479;225;704
10/04/2020;13;Madrid;12432;hospitalizados;6663394;479;225;704
11/04/2020;13;Madrid;11894;hospitalizados;6663394;479;225;704
12/04/2020;13;Madrid;11424;hospitalizados;6663394;479;225;704
13/04/2020;13;Madrid;11233;hospitalizados;6663394;479;225;704
14/04/2020;13;Madrid;10753;hospitalizados;6663394;479;225;704
15/04/2020;13;Madrid;10116;hospitalizados;6663394;479;225;704
21/03/2020;14;Murcia;61;hospitalizados;1493898;112;11;123
22/03/2020;14;Murcia;78;hospitalizados;1493898;112;11;123
23/03/2020;14;Murcia;80;hospitalizados;1493898;112;11;123
24/03/2020;14;Murcia;99;hospitalizados;1493898;112;11;123
25/03/2020;14;Murcia;127;hospitalizados;1493898;112;11;123
26/03/2020;14;Murcia;172;hospitalizados;1493898;112;11;123
27/03/2020;14;Murcia;209;hospitalizados;1493898;112;11;123
28/03/2020;14;Murcia;231;hospitalizados;1493898;112;11;123
29/03/2020;14;Murcia;260;hospitalizados;1493898;112;11;123
30/03/2020;14;Murcia;265;hospitalizados;1493898;112;11;123
31/03/2020;14;Murcia;283;hospitalizados;1493898;112;11;123
01/04/2020;14;Murcia;304;hospitalizados;1493898;112;11;123
02/04/2020;14;Murcia;389;hospitalizados;1493898;112;11;123
03/04/2020;14;Murcia;405;hospitalizados;1493898;112;11;123
04/04/2020;14;Murcia;434;hospitalizados;1493898;112;11;123
05/04/2020;14;Murcia;447;hospitalizados;1493898;112;11;123
06/04/2020;14;Murcia;468;hospitalizados;1493898;112;11;123
07/04/2020;14;Murcia;500;hospitalizados;1493898;112;11;123
08/04/2020;14;Murcia;515;hospitalizados;1493898;112;11;123
09/04/2020;14;Murcia;533;hospitalizados;1493898;112;11;123
10/04/2020;14;Murcia;533;hospitalizados;1493898;112;11;123
11/04/2020;14;Murcia;533;hospitalizados;1493898;112;11;123
12/04/2020;14;Murcia;537;hospitalizados;1493898;112;11;123
13/04/2020;14;Murcia;543;hospitalizados;1493898;112;11;123
14/04/2020;14;Murcia;566;hospitalizados;1493898;112;11;123
15/04/2020;14;Murcia;574;hospitalizados;1493898;112;11;123
21/03/2020;15;Navarra;222;hospitalizados;654214;46;19;65
22/03/2020;15;Navarra;288;hospitalizados;654214;46;19;65
23/03/2020;15;Navarra;339;hospitalizados;654214;46;19;65
24/03/2020;15;Navarra;405;hospitalizados;654214;46;19;65
25/03/2020;15;Navarra;506;hospitalizados;654214;46;19;65
26/03/2020;15;Navarra;649;hospitalizados;654214;46;19;65
27/03/2020;15;Navarra;732;hospitalizados;654214;46;19;65
28/03/2020;15;Navarra;827;hospitalizados;654214;46;19;65
29/03/2020;15;Navarra;896;hospitalizados;654214;46;19;65
30/03/2020;15;Navarra;955;hospitalizados;654214;46;19;65
31/03/2020;15;Navarra;1035;hospitalizados;654214;46;19;65
01/04/2020;15;Navarra;1120;hospitalizados;654214;46;19;65
02/04/2020;15;Navarra;1181;hospitalizados;654214;46;19;65
03/04/2020;15;Navarra;1284;hospitalizados;654214;46;19;65
04/04/2020;15;Navarra;1341;hospitalizados;654214;46;19;65
05/04/2020;15;Navarra;1399;hospitalizados;654214;46;19;65
06/04/2020;15;Navarra;1432;hospitalizados;654214;46;19;65
07/04/2020;15;Navarra;1488;hospitalizados;654214;46;19;65
08/04/2020;15;Navarra;1526;hospitalizados;654214;46;19;65
09/04/2020;15;Navarra;1526;hospitalizados;654214;46;19;65
10/04/2020;15;Navarra;1620;hospitalizados;654214;46;19;65
11/04/2020;15;Navarra;1641;hospitalizados;654214;46;19;65
12/04/2020;15;Navarra;1663;hospitalizados;654214;46;19;65
13/04/2020;15;Navarra;1693;hospitalizados;654214;46;19;65
14/04/2020;15;Navarra;1705;hospitalizados;654214;46;19;65
15/04/2020;15;Navarra;1731;hospitalizados;654214;46;19;65
21/03/2020;16;Pais Vasco;654;hospitalizados;2207776;158;21;179
22/03/2020;16;Pais Vasco;988;hospitalizados;2207776;158;21;179
23/03/2020;16;Pais Vasco;1252;hospitalizados;2207776;158;21;179
24/03/2020;16;Pais Vasco;1425;hospitalizados;2207776;158;21;179
25/03/2020;16;Pais Vasco;1577;hospitalizados;2207776;158;21;179
26/03/2020;16;Pais Vasco;1907;hospitalizados;2207776;158;21;179
27/03/2020;16;Pais Vasco;2270;hospitalizados;2207776;158;21;179
28/03/2020;16;Pais Vasco;2612;hospitalizados;2207776;158;21;179
29/03/2020;16;Pais Vasco;3106;hospitalizados;2207776;158;21;179
30/03/2020;16;Pais Vasco;3427;hospitalizados;2207776;158;21;179
31/03/2020;16;Pais Vasco;3594;hospitalizados;2207776;158;21;179
01/04/2020;16;Pais Vasco;3806;hospitalizados;2207776;158;21;179
02/04/2020;16;Pais Vasco;4087;hospitalizados;2207776;158;21;179
03/04/2020;16;Pais Vasco;4283;hospitalizados;2207776;158;21;179
04/04/2020;16;Pais Vasco;4522;hospitalizados;2207776;158;21;179
05/04/2020;16;Pais Vasco;4666;hospitalizados;2207776;158;21;179
06/04/2020;16;Pais Vasco;4794;hospitalizados;2207776;158;21;179
07/04/2020;16;Pais Vasco;4856;hospitalizados;2207776;158;21;179
08/04/2020;16;Pais Vasco;4982;hospitalizados;2207776;158;21;179
09/04/2020;16;Pais Vasco;5130;hospitalizados;2207776;158;21;179
10/04/2020;16;Pais Vasco;5290;hospitalizados;2207776;158;21;179
11/04/2020;16;Pais Vasco;5402;hospitalizados;2207776;158;21;179
12/04/2020;16;Pais Vasco;5547;hospitalizados;2207776;158;21;179
13/04/2020;16;Pais Vasco;5622;hospitalizados;2207776;158;21;179
14/04/2020;16;Pais Vasco;5679;hospitalizados;2207776;158;21;179
15/04/2020;16;Pais Vasco;5750;hospitalizados;2207776;158;21;179
03/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
04/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
05/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
06/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
07/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
08/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
09/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
10/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
11/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
12/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
13/03/2020;1;Andalucia;0;fallecidos;8414240;572;162;734
14/03/2020;1;Andalucia;2;fallecidos;8414240;572;162;734
15/03/2020;1;Andalucia;6;fallecidos;8414240;572;162;734
16/03/2020;1;Andalucia;7;fallecidos;8414240;572;162;734
17/03/2020;1;Andalucia;11;fallecidos;8414240;572;162;734
18/03/2020;1;Andalucia;19;fallecidos;8414240;572;162;734
19/03/2020;1;Andalucia;23;fallecidos;8414240;572;162;734
20/03/2020;1;Andalucia;30;fallecidos;8414240;572;162;734
21/03/2020;1;Andalucia;40;fallecidos;8414240;572;162;734
22/03/2020;1;Andalucia;47;fallecidos;8414240;572;162;734
23/03/2020;1;Andalucia;58;fallecidos;8414240;572;162;734
24/03/2020;1;Andalucia;87;fallecidos;8414240;572;162;734
25/03/2020;1;Andalucia;113;fallecidos;8414240;572;162;734
26/03/2020;1;Andalucia;134;fallecidos;8414240;572;162;734
27/03/2020;1;Andalucia;144;fallecidos;8414240;572;162;734
28/03/2020;1;Andalucia;175;fallecidos;8414240;572;162;734
29/03/2020;1;Andalucia;207;fallecidos;8414240;572;162;734
30/03/2020;1;Andalucia;236;fallecidos;8414240;572;162;734
31/03/2020;1;Andalucia;248;fallecidos;8414240;572;162;734
01/04/2020;1;Andalucia;308;fallecidos;8414240;572;162;734
02/04/2020;1;Andalucia;343;fallecidos;8414240;572;162;734
03/04/2020;1;Andalucia;376;fallecidos;8414240;572;162;734
04/04/2020;1;Andalucia;426;fallecidos;8414240;572;162;734
05/04/2020;1;Andalucia;470;fallecidos;8414240;572;162;734
06/04/2020;1;Andalucia;491;fallecidos;8414240;572;162;734
07/04/2020;1;Andalucia;528;fallecidos;8414240;572;162;734
08/04/2020;1;Andalucia;605;fallecidos;8414240;572;162;734
09/04/2020;1;Andalucia;652;fallecidos;8414240;572;162;734
10/04/2020;1;Andalucia;691;fallecidos;8414240;572;162;734
11/04/2020;1;Andalucia;737;fallecidos;8414240;572;162;734
12/04/2020;1;Andalucia;799;fallecidos;8414240;572;162;734
13/04/2020;1;Andalucia;815;fallecidos;8414240;572;162;734
14/04/2020;1;Andalucia;836;fallecidos;8414240;572;162;734
15/04/2020;1;Andalucia;865;fallecidos;8414240;572;162;734
03/03/2020;2;Aragon;0;fallecidos;1319291;113;22;135
04/03/2020;2;Aragon;0;fallecidos;1319291;113;22;135
05/03/2020;2;Aragon;0;fallecidos;1319291;113;22;135
06/03/2020;2;Aragon;1;fallecidos;1319291;113;22;135
07/03/2020;2;Aragon;1;fallecidos;1319291;113;22;135
08/03/2020;2;Aragon;2;fallecidos;1319291;113;22;135
09/03/2020;2;Aragon;2;fallecidos;1319291;113;22;135
10/03/2020;2;Aragon;3;fallecidos;1319291;113;22;135
11/03/2020;2;Aragon;4;fallecidos;1319291;113;22;135
12/03/2020;2;Aragon;6;fallecidos;1319291;113;22;135
13/03/2020;2;Aragon;7;fallecidos;1319291;113;22;135
14/03/2020;2;Aragon;7;fallecidos;1319291;113;22;135
15/03/2020;2;Aragon;7;fallecidos;1319291;113;22;135
16/03/2020;2;Aragon;11;fallecidos;1319291;113;22;135
17/03/2020;2;Aragon;12;fallecidos;1319291;113;22;135
18/03/2020;2;Aragon;13;fallecidos;1319291;113;22;135
19/03/2020;2;Aragon;15;fallecidos;1319291;113;22;135
20/03/2020;2;Aragon;17;fallecidos;1319291;113;22;135
21/03/2020;2;Aragon;22;fallecidos;1319291;113;22;135
22/03/2020;2;Aragon;24;fallecidos;1319291;113;22;135
23/03/2020;2;Aragon;32;fallecidos;1319291;113;22;135
24/03/2020;2;Aragon;37;fallecidos;1319291;113;22;135
25/03/2020;2;Aragon;40;fallecidos;1319291;113;22;135
26/03/2020;2;Aragon;48;fallecidos;1319291;113;22;135
27/03/2020;2;Aragon;58;fallecidos;1319291;113;22;135
28/03/2020;2;Aragon;58;fallecidos;1319291;113;22;135
29/03/2020;2;Aragon;93;fallecidos;1319291;113;22;135
30/03/2020;2;Aragon;106;fallecidos;1319291;113;22;135
31/03/2020;2;Aragon;138;fallecidos;1319291;113;22;135
01/04/2020;2;Aragon;169;fallecidos;1319291;113;22;135
02/04/2020;2;Aragon;200;fallecidos;1319291;113;22;135
03/04/2020;2;Aragon;224;fallecidos;1319291;113;22;135
04/04/2020;2;Aragon;251;fallecidos;1319291;113;22;135
05/04/2020;2;Aragon;270;fallecidos;1319291;113;22;135
06/04/2020;2;Aragon;284;fallecidos;1319291;113;22;135
07/04/2020;2;Aragon;312;fallecidos;1319291;113;22;135
08/04/2020;2;Aragon;349;fallecidos;1319291;113;22;135
09/04/2020;2;Aragon;385;fallecidos;1319291;113;22;135
10/04/2020;2;Aragon;409;fallecidos;1319291;113;22;135
11/04/2020;2;Aragon;425;fallecidos;1319291;113;22;135
12/04/2020;2;Aragon;450;fallecidos;1319291;113;22;135
13/04/2020;2;Aragon;464;fallecidos;1319291;113;22;135
14/04/2020;2;Aragon;492;fallecidos;1319291;113;22;135
15/04/2020;2;Aragon;514;fallecidos;1319291;113;22;135
03/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
04/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
05/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
06/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
07/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
08/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
09/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
10/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
11/03/2020;3;Asturias;0;fallecidos;1022800;86;7;93
12/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
13/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
14/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
15/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
16/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
17/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
18/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
19/03/2020;3;Asturias;1;fallecidos;1022800;86;7;93
20/03/2020;3;Asturias;2;fallecidos;1022800;86;7;93
21/03/2020;3;Asturias;5;fallecidos;1022800;86;7;93
22/03/2020;3;Asturias;8;fallecidos;1022800;86;7;93
23/03/2020;3;Asturias;12;fallecidos;1022800;86;7;93
24/03/2020;3;Asturias;22;fallecidos;1022800;86;7;93
25/03/2020;3;Asturias;25;fallecidos;1022800;86;7;93
26/03/2020;3;Asturias;27;fallecidos;1022800;86;7;93
27/03/2020;3;Asturias;29;fallecidos;1022800;86;7;93
28/03/2020;3;Asturias;33;fallecidos;1022800;86;7;93
29/03/2020;3;Asturias;41;fallecidos;1022800;86;7;93
30/03/2020;3;Asturias;49;fallecidos;1022800;86;7;93
31/03/2020;3;Asturias;55;fallecidos;1022800;86;7;93
01/04/2020;3;Asturias;63;fallecidos;1022800;86;7;93
02/04/2020;3;Asturias;69;fallecidos;1022800;86;7;93
03/04/2020;3;Asturias;70;fallecidos;1022800;86;7;93
04/04/2020;3;Asturias;76;fallecidos;1022800;86;7;93
05/04/2020;3;Asturias;80;fallecidos;1022800;86;7;93
06/04/2020;3;Asturias;86;fallecidos;1022800;86;7;93
07/04/2020;3;Asturias;96;fallecidos;1022800;86;7;93
08/04/2020;3;Asturias;102;fallecidos;1022800;86;7;93
09/04/2020;3;Asturias;110;fallecidos;1022800;86;7;93
10/04/2020;3;Asturias;121;fallecidos;1022800;86;7;93
11/04/2020;3;Asturias;128;fallecidos;1022800;86;7;93
12/04/2020;3;Asturias;140;fallecidos;1022800;86;7;93
13/04/2020;3;Asturias;149;fallecidos;1022800;86;7;93
14/04/2020;3;Asturias;156;fallecidos;1022800;86;7;93
15/04/2020;3;Asturias;166;fallecidos;1022800;86;7;93
03/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
04/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
05/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
06/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
07/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
08/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
09/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
10/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
11/03/2020;4;Baleares;0;fallecidos;1149460;78;46;124
12/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
13/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
14/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
15/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
16/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
17/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
18/03/2020;4;Baleares;1;fallecidos;1149460;78;46;124
19/03/2020;4;Baleares;2;fallecidos;1149460;78;46;124
20/03/2020;4;Baleares;2;fallecidos;1149460;78;46;124
21/03/2020;4;Baleares;4;fallecidos;1149460;78;46;124
22/03/2020;4;Baleares;4;fallecidos;1149460;78;46;124
23/03/2020;4;Baleares;10;fallecidos;1149460;78;46;124
24/03/2020;4;Baleares;10;fallecidos;1149460;78;46;124
25/03/2020;4;Baleares;13;fallecidos;1149460;78;46;124
26/03/2020;4;Baleares;17;fallecidos;1149460;78;46;124
27/03/2020;4;Baleares;22;fallecidos;1149460;78;46;124
28/03/2020;4;Baleares;26;fallecidos;1149460;78;46;124
29/03/2020;4;Baleares;29;fallecidos;1149460;78;46;124
30/03/2020;4;Baleares;37;fallecidos;1149460;78;46;124
31/03/2020;4;Baleares;42;fallecidos;1149460;78;46;124
01/04/2020;4;Baleares;46;fallecidos;1149460;78;46;124
02/04/2020;4;Baleares;58;fallecidos;1149460;78;46;124
03/04/2020;4;Baleares;69;fallecidos;1149460;78;46;124
04/04/2020;4;Baleares;71;fallecidos;1149460;78;46;124
05/04/2020;4;Baleares;75;fallecidos;1149460;78;46;124
06/04/2020;4;Baleares;81;fallecidos;1149460;78;46;124
07/04/2020;4;Baleares;84;fallecidos;1149460;78;46;124
08/04/2020;4;Baleares;89;fallecidos;1149460;78;46;124
09/04/2020;4;Baleares;89;fallecidos;1149460;78;46;124
10/04/2020;4;Baleares;97;fallecidos;1149460;78;46;124
11/04/2020;4;Baleares;102;fallecidos;1149460;78;46;124
12/04/2020;4;Baleares;112;fallecidos;1149460;78;46;124
13/04/2020;4;Baleares;117;fallecidos;1149460;78;46;124
14/04/2020;4;Baleares;118;fallecidos;1149460;78;46;124
15/04/2020;4;Baleares;125;fallecidos;1149460;78;46;124
03/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
04/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
05/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
06/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
07/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
08/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
09/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
10/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
11/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
12/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
13/03/2020;5;Canarias;0;fallecidos;2153389;187;50;237
14/03/2020;5;Canarias;1;fallecidos;2153389;187;50;237
15/03/2020;5;Canarias;1;fallecidos;2153389;187;50;237
16/03/2020;5;Canarias;1;fallecidos;2153389;187;50;237
17/03/2020;5;Canarias;2;fallecidos;2153389;187;50;237
18/03/2020;5;Canarias;3;fallecidos;2153389;187;50;237
19/03/2020;5;Canarias;3;fallecidos;2153389;187;50;237
20/03/2020;5;Canarias;4;fallecidos;2153389;187;50;237
21/03/2020;5;Canarias;7;fallecidos;2153389;187;50;237
22/03/2020;5;Canarias;9;fallecidos;2153389;187;50;237
23/03/2020;5;Canarias;11;fallecidos;2153389;187;50;237
24/03/2020;5;Canarias;16;fallecidos;2153389;187;50;237
25/03/2020;5;Canarias;21;fallecidos;2153389;187;50;237
26/03/2020;5;Canarias;24;fallecidos;2153389;187;50;237
27/03/2020;5;Canarias;27;fallecidos;2153389;187;50;237
28/03/2020;5;Canarias;36;fallecidos;2153389;187;50;237
29/03/2020;5;Canarias;39;fallecidos;2153389;187;50;237
30/03/2020;5;Canarias;40;fallecidos;2153389;187;50;237
31/03/2020;5;Canarias;55;fallecidos;2153389;187;50;237
01/04/2020;5;Canarias;62;fallecidos;2153389;187;50;237
02/04/2020;5;Canarias;68;fallecidos;2153389;187;50;237
03/04/2020;5;Canarias;73;fallecidos;2153389;187;50;237
04/04/2020;5;Canarias;78;fallecidos;2153389;187;50;237
05/04/2020;5;Canarias;80;fallecidos;2153389;187;50;237
06/04/2020;5;Canarias;85;fallecidos;2153389;187;50;237
07/04/2020;5;Canarias;89;fallecidos;2153389;187;50;237
08/04/2020;5;Canarias;91;fallecidos;2153389;187;50;237
09/04/2020;5;Canarias;92;fallecidos;2153389;187;50;237
10/04/2020;5;Canarias;94;fallecidos;2153389;187;50;237
11/04/2020;5;Canarias;95;fallecidos;2153389;187;50;237
12/04/2020;5;Canarias;95;fallecidos;2153389;187;50;237
13/04/2020;5;Canarias;96;fallecidos;2153389;187;50;237
14/04/2020;5;Canarias;102;fallecidos;2153389;187;50;237
15/04/2020;5;Canarias;104;fallecidos;2153389;187;50;237
03/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
04/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
05/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
06/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
07/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
08/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
09/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
10/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
11/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
12/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
13/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
14/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
15/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
16/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
17/03/2020;6;Cantabria;0;fallecidos;581078;40;0;40
18/03/2020;6;Cantabria;1;fallecidos;581078;40;0;40
19/03/2020;6;Cantabria;1;fallecidos;581078;40;0;40
20/03/2020;6;Cantabria;1;fallecidos;581078;40;0;40
21/03/2020;6;Cantabria;2;fallecidos;581078;40;0;40
22/03/2020;6;Cantabria;5;fallecidos;581078;40;0;40
23/03/2020;6;Cantabria;6;fallecidos;581078;40;0;40
24/03/2020;6;Cantabria;9;fallecidos;581078;40;0;40
25/03/2020;6;Cantabria;14;fallecidos;581078;40;0;40
26/03/2020;6;Cantabria;17;fallecidos;581078;40;0;40
27/03/2020;6;Cantabria;21;fallecidos;581078;40;0;40
28/03/2020;6;Cantabria;22;fallecidos;581078;40;0;40
29/03/2020;6;Cantabria;26;fallecidos;581078;40;0;40
30/03/2020;6;Cantabria;27;fallecidos;581078;40;0;40
31/03/2020;6;Cantabria;37;fallecidos;581078;40;0;40
01/04/2020;6;Cantabria;54;fallecidos;581078;40;0;40
02/04/2020;6;Cantabria;60;fallecidos;581078;40;0;40
03/04/2020;6;Cantabria;64;fallecidos;581078;40;0;40
04/04/2020;6;Cantabria;68;fallecidos;581078;40;0;40
05/04/2020;6;Cantabria;68;fallecidos;581078;40;0;40
06/04/2020;6;Cantabria;77;fallecidos;581078;40;0;40
07/04/2020;6;Cantabria;85;fallecidos;581078;40;0;40
08/04/2020;6;Cantabria;92;fallecidos;581078;40;0;40
09/04/2020;6;Cantabria;98;fallecidos;581078;40;0;40
10/04/2020;6;Cantabria;102;fallecidos;581078;40;0;40
11/04/2020;6;Cantabria;107;fallecidos;581078;40;0;40
12/04/2020;6;Cantabria;110;fallecidos;581078;40;0;40
13/04/2020;6;Cantabria;117;fallecidos;581078;40;0;40
14/04/2020;6;Cantabria;120;fallecidos;581078;40;0;40
15/04/2020;6;Cantabria;132;fallecidos;581078;40;0;40
03/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
04/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
05/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
06/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
07/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
08/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
09/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
10/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
11/03/2020;8;Castilla-La Mancha;0;fallecidos;2032863;155;13;168
