fecha;cod_ine;CCAA;total;tipo;Pob_CCAA_2019;UCIS_Públicos;UCIS_Privados;UCI_Total
12/03/2020;8;Castilla-La Mancha;1;fallecidos;2032863;155;13;168
13/03/2020;8;Castilla-La Mancha;5;fallecidos;2032863;155;13;168
14/03/2020;8;Castilla-La Mancha;6;fallecidos;2032863;155;13;168
15/03/2020;8;Castilla-La Mancha;10;fallecidos;2032863;155;13;168
16/03/2020;8;Castilla-La Mancha;17;fallecidos;2032863;155;13;168
17/03/2020;8;Castilla-La Mancha;17;fallecidos;2032863;155;13;168
18/03/2020;8;Castilla-La Mancha;28;fallecidos;2032863;155;13;168
19/03/2020;8;Castilla-La Mancha;42;fallecidos;2032863;155;13;168
20/03/2020;8;Castilla-La Mancha;42;fallecidos;2032863;155;13;168
21/03/2020;8;Castilla-La Mancha;84;fallecidos;2032863;155;13;168
22/03/2020;8;Castilla-La Mancha;112;fallecidos;2032863;155;13;168
23/03/2020;8;Castilla-La Mancha;145;fallecidos;2032863;155;13;168
24/03/2020;8;Castilla-La Mancha;216;fallecidos;2032863;155;13;168
25/03/2020;8;Castilla-La Mancha;263;fallecidos;2032863;155;13;168
26/03/2020;8;Castilla-La Mancha;316;fallecidos;2032863;155;13;168
27/03/2020;8;Castilla-La Mancha;367;fallecidos;2032863;155;13;168
28/03/2020;8;Castilla-La Mancha;448;fallecidos;2032863;155;13;168
29/03/2020;8;Castilla-La Mancha;539;fallecidos;2032863;155;13;168
30/03/2020;8;Castilla-La Mancha;622;fallecidos;2032863;155;13;168
31/03/2020;8;Castilla-La Mancha;708;fallecidos;2032863;155;13;168
01/04/2020;8;Castilla-La Mancha;774;fallecidos;2032863;155;13;168
02/04/2020;8;Castilla-La Mancha;854;fallecidos;2032863;155;13;168
03/04/2020;8;Castilla-La Mancha;916;fallecidos;2032863;155;13;168
04/04/2020;8;Castilla-La Mancha;989;fallecidos;2032863;155;13;168
05/04/2020;8;Castilla-La Mancha;1055;fallecidos;2032863;155;13;168
06/04/2020;8;Castilla-La Mancha;1132;fallecidos;2032863;155;13;168
07/04/2020;8;Castilla-La Mancha;1177;fallecidos;2032863;155;13;168
08/04/2020;8;Castilla-La Mancha;1255;fallecidos;2032863;155;13;168
09/04/2020;8;Castilla-La Mancha;1322;fallecidos;2032863;155;13;168
10/04/2020;8;Castilla-La Mancha;1431;fallecidos;2032863;155;13;168
11/04/2020;8;Castilla-La Mancha;1483;fallecidos;2032863;155;13;168
12/04/2020;8;Castilla-La Mancha;1543;fallecidos;2032863;155;13;168
13/04/2020;8;Castilla-La Mancha;1626;fallecidos;2032863;155;13;168
14/04/2020;8;Castilla-La Mancha;1714;fallecidos;2032863;155;13;168
15/04/2020;8;Castilla-La Mancha;1755;fallecidos;2032863;155;13;168
03/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
04/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
05/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
06/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
07/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
08/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
09/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
10/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
11/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
12/03/2020;7;Castilla y Leon;0;fallecidos;2399548;180;20;200
13/03/2020;7;Castilla y Leon;1;fallecidos;2399548;180;20;200
14/03/2020;7;Castilla y Leon;3;fallecidos;2399548;180;20;200
15/03/2020;7;Castilla y Leon;6;fallecidos;2399548;180;20;200
16/03/2020;7;Castilla y Leon;9;fallecidos;2399548;180;20;200
17/03/2020;7;Castilla y Leon;12;fallecidos;2399548;180;20;200
18/03/2020;7;Castilla y Leon;22;fallecidos;2399548;180;20;200
19/03/2020;7;Castilla y Leon;29;fallecidos;2399548;180;20;200
20/03/2020;7;Castilla y Leon;43;fallecidos;2399548;180;20;200
21/03/2020;7;Castilla y Leon;55;fallecidos;2399548;180;20;200
22/03/2020;7;Castilla y Leon;74;fallecidos;2399548;180;20;200
23/03/2020;7;Castilla y Leon;102;fallecidos;2399548;180;20;200
24/03/2020;7;Castilla y Leon;124;fallecidos;2399548;180;20;200
25/03/2020;7;Castilla y Leon;165;fallecidos;2399548;180;20;200
26/03/2020;7;Castilla y Leon;206;fallecidos;2399548;180;20;200
27/03/2020;7;Castilla y Leon;252;fallecidos;2399548;180;20;200
28/03/2020;7;Castilla y Leon;321;fallecidos;2399548;180;20;200
29/03/2020;7;Castilla y Leon;380;fallecidos;2399548;180;20;200
30/03/2020;7;Castilla y Leon;442;fallecidos;2399548;180;20;200
31/03/2020;7;Castilla y Leon;516;fallecidos;2399548;180;20;200
01/04/2020;7;Castilla y Leon;585;fallecidos;2399548;180;20;200
02/04/2020;7;Castilla y Leon;641;fallecidos;2399548;180;20;200
03/04/2020;7;Castilla y Leon;723;fallecidos;2399548;180;20;200
04/04/2020;7;Castilla y Leon;786;fallecidos;2399548;180;20;200
05/04/2020;7;Castilla y Leon;847;fallecidos;2399548;180;20;200
06/04/2020;7;Castilla y Leon;919;fallecidos;2399548;180;20;200
07/04/2020;7;Castilla y Leon;982;fallecidos;2399548;180;20;200
08/04/2020;7;Castilla y Leon;1028;fallecidos;2399548;180;20;200
09/04/2020;7;Castilla y Leon;1082;fallecidos;2399548;180;20;200
10/04/2020;7;Castilla y Leon;1129;fallecidos;2399548;180;20;200
11/04/2020;7;Castilla y Leon;1180;fallecidos;2399548;180;20;200
12/04/2020;7;Castilla y Leon;1221;fallecidos;2399548;180;20;200
13/04/2020;7;Castilla y Leon;1263;fallecidos;2399548;180;20;200
14/04/2020;7;Castilla y Leon;1299;fallecidos;2399548;180;20;200
15/04/2020;7;Castilla y Leon;1337;fallecidos;2399548;180;20;200
03/03/2020;9;Cataluna;0;fallecidos;7675217;511;141;652
04/03/2020;9;Cataluna;0;fallecidos;7675217;511;141;652
05/03/2020;9;Cataluna;0;fallecidos;7675217;511;141;652
06/03/2020;9;Cataluna;0;fallecidos;7675217;511;141;652
07/03/2020;9;Cataluna;1;fallecidos;7675217;511;141;652
08/03/2020;9;Cataluna;1;fallecidos;7675217;511;141;652
09/03/2020;9;Cataluna;1;fallecidos;7675217;511;141;652
10/03/2020;9;Cataluna;3;fallecidos;7675217;511;141;652
11/03/2020;9;Cataluna;3;fallecidos;7675217;511;141;652
12/03/2020;9;Cataluna;4;fallecidos;7675217;511;141;652
13/03/2020;9;Cataluna;4;fallecidos;7675217;511;141;652
14/03/2020;9;Cataluna;6;fallecidos;7675217;511;141;652
15/03/2020;9;Cataluna;8;fallecidos;7675217;511;141;652
16/03/2020;9;Cataluna;12;fallecidos;7675217;511;141;652
17/03/2020;9;Cataluna;18;fallecidos;7675217;511;141;652
18/03/2020;9;Cataluna;41;fallecidos;7675217;511;141;652
19/03/2020;9;Cataluna;55;fallecidos;7675217;511;141;652
20/03/2020;9;Cataluna;82;fallecidos;7675217;511;141;652
21/03/2020;9;Cataluna;122;fallecidos;7675217;511;141;652
22/03/2020;9;Cataluna;191;fallecidos;7675217;511;141;652
23/03/2020;9;Cataluna;245;fallecidos;7675217;511;141;652
24/03/2020;9;Cataluna;282;fallecidos;7675217;511;141;652
25/03/2020;9;Cataluna;516;fallecidos;7675217;511;141;652
26/03/2020;9;Cataluna;672;fallecidos;7675217;511;141;652
27/03/2020;9;Cataluna;880;fallecidos;7675217;511;141;652
28/03/2020;9;Cataluna;1070;fallecidos;7675217;511;141;652
29/03/2020;9;Cataluna;1226;fallecidos;7675217;511;141;652
30/03/2020;9;Cataluna;1410;fallecidos;7675217;511;141;652
31/03/2020;9;Cataluna;1672;fallecidos;7675217;511;141;652
01/04/2020;9;Cataluna;1849;fallecidos;7675217;511;141;652
02/04/2020;9;Cataluna;2093;fallecidos;7675217;511;141;652
03/04/2020;9;Cataluna;2335;fallecidos;7675217;511;141;652
04/04/2020;9;Cataluna;2508;fallecidos;7675217;511;141;652
05/04/2020;9;Cataluna;2637;fallecidos;7675217;511;141;652
06/04/2020;9;Cataluna;2760;fallecidos;7675217;511;141;652
07/04/2020;9;Cataluna;2908;fallecidos;7675217;511;141;652
08/04/2020;9;Cataluna;3041;fallecidos;7675217;511;141;652
09/04/2020;9;Cataluna;3148;fallecidos;7675217;511;141;652
10/04/2020;9;Cataluna;3231;fallecidos;7675217;511;141;652
11/04/2020;9;Cataluna;3331;fallecidos;7675217;511;141;652
12/04/2020;9;Cataluna;3442;fallecidos;7675217;511;141;652
13/04/2020;9;Cataluna;3538;fallecidos;7675217;511;141;652
14/04/2020;9;Cataluna;3666;fallecidos;7675217;511;141;652
15/04/2020;9;Cataluna;3756;fallecidos;7675217;511;141;652
03/03/2020;10;C. Valenciana;0;fallecidos;5003769;450;101;551
04/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
05/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
06/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
07/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
08/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
09/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
10/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
11/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
12/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
13/03/2020;10;C. Valenciana;1;fallecidos;5003769;450;101;551
14/03/2020;10;C. Valenciana;4;fallecidos;5003769;450;101;551
15/03/2020;10;C. Valenciana;5;fallecidos;5003769;450;101;551
16/03/2020;10;C. Valenciana;5;fallecidos;5003769;450;101;551
17/03/2020;10;C. Valenciana;13;fallecidos;5003769;450;101;551
18/03/2020;10;C. Valenciana;22;fallecidos;5003769;450;101;551
19/03/2020;10;C. Valenciana;24;fallecidos;5003769;450;101;551
20/03/2020;10;C. Valenciana;33;fallecidos;5003769;450;101;551
21/03/2020;10;C. Valenciana;50;fallecidos;5003769;450;101;551
22/03/2020;10;C. Valenciana;69;fallecidos;5003769;450;101;551
23/03/2020;10;C. Valenciana;94;fallecidos;5003769;450;101;551
24/03/2020;10;C. Valenciana;115;fallecidos;5003769;450;101;551
25/03/2020;10;C. Valenciana;143;fallecidos;5003769;450;101;551
26/03/2020;10;C. Valenciana;167;fallecidos;5003769;450;101;551
27/03/2020;10;C. Valenciana;198;fallecidos;5003769;450;101;551
28/03/2020;10;C. Valenciana;234;fallecidos;5003769;450;101;551
29/03/2020;10;C. Valenciana;267;fallecidos;5003769;450;101;551
30/03/2020;10;C. Valenciana;310;fallecidos;5003769;450;101;551
31/03/2020;10;C. Valenciana;339;fallecidos;5003769;450;101;551
01/04/2020;10;C. Valenciana;395;fallecidos;5003769;450;101;551
02/04/2020;10;C. Valenciana;443;fallecidos;5003769;450;101;551
03/04/2020;10;C. Valenciana;511;fallecidos;5003769;450;101;551
04/04/2020;10;C. Valenciana;571;fallecidos;5003769;450;101;551
05/04/2020;10;C. Valenciana;613;fallecidos;5003769;450;101;551
06/04/2020;10;C. Valenciana;637;fallecidos;5003769;450;101;551
07/04/2020;10;C. Valenciana;672;fallecidos;5003769;450;101;551
08/04/2020;10;C. Valenciana;724;fallecidos;5003769;450;101;551
09/04/2020;10;C. Valenciana;767;fallecidos;5003769;450;101;551
10/04/2020;10;C. Valenciana;796;fallecidos;5003769;450;101;551
11/04/2020;10;C. Valenciana;818;fallecidos;5003769;450;101;551
12/04/2020;10;C. Valenciana;838;fallecidos;5003769;450;101;551
13/04/2020;10;C. Valenciana;876;fallecidos;5003769;450;101;551
14/04/2020;10;C. Valenciana;907;fallecidos;5003769;450;101;551
15/04/2020;10;C. Valenciana;945;fallecidos;5003769;450;101;551
03/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
04/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
05/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
06/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
07/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
08/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
09/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
10/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
11/03/2020;11;Extremadura;0;fallecidos;1067710;97;5;102
12/03/2020;11;Extremadura;1;fallecidos;1067710;97;5;102
13/03/2020;11;Extremadura;1;fallecidos;1067710;97;5;102
14/03/2020;11;Extremadura;2;fallecidos;1067710;97;5;102
15/03/2020;11;Extremadura;2;fallecidos;1067710;97;5;102
16/03/2020;11;Extremadura;2;fallecidos;1067710;97;5;102
17/03/2020;11;Extremadura;3;fallecidos;1067710;97;5;102
18/03/2020;11;Extremadura;6;fallecidos;1067710;97;5;102
19/03/2020;11;Extremadura;8;fallecidos;1067710;97;5;102
20/03/2020;11;Extremadura;10;fallecidos;1067710;97;5;102
21/03/2020;11;Extremadura;12;fallecidos;1067710;97;5;102
22/03/2020;11;Extremadura;14;fallecidos;1067710;97;5;102
23/03/2020;11;Extremadura;18;fallecidos;1067710;97;5;102
24/03/2020;11;Extremadura;26;fallecidos;1067710;97;5;102
25/03/2020;11;Extremadura;39;fallecidos;1067710;97;5;102
26/03/2020;11;Extremadura;58;fallecidos;1067710;97;5;102
27/03/2020;11;Extremadura;69;fallecidos;1067710;97;5;102
28/03/2020;11;Extremadura;88;fallecidos;1067710;97;5;102
29/03/2020;11;Extremadura;100;fallecidos;1067710;97;5;102
30/03/2020;11;Extremadura;106;fallecidos;1067710;97;5;102
31/03/2020;11;Extremadura;133;fallecidos;1067710;97;5;102
01/04/2020;11;Extremadura;152;fallecidos;1067710;97;5;102
02/04/2020;11;Extremadura;181;fallecidos;1067710;97;5;102
03/04/2020;11;Extremadura;200;fallecidos;1067710;97;5;102
04/04/2020;11;Extremadura;208;fallecidos;1067710;97;5;102
05/04/2020;11;Extremadura;218;fallecidos;1067710;97;5;102
06/04/2020;11;Extremadura;228;fallecidos;1067710;97;5;102
07/04/2020;11;Extremadura;258;fallecidos;1067710;97;5;102
08/04/2020;11;Extremadura;271;fallecidos;1067710;97;5;102
09/04/2020;11;Extremadura;283;fallecidos;1067710;97;5;102
10/04/2020;11;Extremadura;288;fallecidos;1067710;97;5;102
11/04/2020;11;Extremadura;303;fallecidos;1067710;97;5;102
12/04/2020;11;Extremadura;312;fallecidos;1067710;97;5;102
13/04/2020;11;Extremadura;321;fallecidos;1067710;97;5;102
14/04/2020;11;Extremadura;334;fallecidos;1067710;97;5;102
15/04/2020;11;Extremadura;342;fallecidos;1067710;97;5;102
03/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
04/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
05/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
06/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
07/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
08/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
09/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
10/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
11/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
12/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
13/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
14/03/2020;12;Galicia;0;fallecidos;2699499;215;48;263
15/03/2020;12;Galicia;2;fallecidos;2699499;215;48;263
16/03/2020;12;Galicia;2;fallecidos;2699499;215;48;263
17/03/2020;12;Galicia;3;fallecidos;2699499;215;48;263
18/03/2020;12;Galicia;3;fallecidos;2699499;215;48;263
19/03/2020;12;Galicia;4;fallecidos;2699499;215;48;263
20/03/2020;12;Galicia;5;fallecidos;2699499;215;48;263
21/03/2020;12;Galicia;9;fallecidos;2699499;215;48;263
22/03/2020;12;Galicia;12;fallecidos;2699499;215;48;263
23/03/2020;12;Galicia;18;fallecidos;2699499;215;48;263
24/03/2020;12;Galicia;20;fallecidos;2699499;215;48;263
25/03/2020;12;Galicia;27;fallecidos;2699499;215;48;263
26/03/2020;12;Galicia;32;fallecidos;2699499;215;48;263
27/03/2020;12;Galicia;43;fallecidos;2699499;215;48;263
28/03/2020;12;Galicia;47;fallecidos;2699499;215;48;263
29/03/2020;12;Galicia;60;fallecidos;2699499;215;48;263
30/03/2020;12;Galicia;66;fallecidos;2699499;215;48;263
31/03/2020;12;Galicia;84;fallecidos;2699499;215;48;263
01/04/2020;12;Galicia;103;fallecidos;2699499;215;48;263
02/04/2020;12;Galicia;120;fallecidos;2699499;215;48;263
03/04/2020;12;Galicia;138;fallecidos;2699499;215;48;263
04/04/2020;12;Galicia;159;fallecidos;2699499;215;48;263
05/04/2020;12;Galicia;174;fallecidos;2699499;215;48;263
06/04/2020;12;Galicia;190;fallecidos;2699499;215;48;263
07/04/2020;12;Galicia;204;fallecidos;2699499;215;48;263
08/04/2020;12;Galicia;213;fallecidos;2699499;215;48;263
09/04/2020;12;Galicia;231;fallecidos;2699499;215;48;263
10/04/2020;12;Galicia;243;fallecidos;2699499;215;48;263
11/04/2020;12;Galicia;261;fallecidos;2699499;215;48;263
12/04/2020;12;Galicia;274;fallecidos;2699499;215;48;263
13/04/2020;12;Galicia;284;fallecidos;2699499;215;48;263
14/04/2020;12;Galicia;290;fallecidos;2699499;215;48;263
15/04/2020;12;Galicia;299;fallecidos;2699499;215;48;263
03/03/2020;13;Madrid;0;fallecidos;6663394;479;225;704
04/03/2020;13;Madrid;0;fallecidos;6663394;479;225;704
05/03/2020;13;Madrid;1;fallecidos;6663394;479;225;704
06/03/2020;13;Madrid;2;fallecidos;6663394;479;225;704
07/03/2020;13;Madrid;4;fallecidos;6663394;479;225;704
08/03/2020;13;Madrid;8;fallecidos;6663394;479;225;704
09/03/2020;13;Madrid;8;fallecidos;6663394;479;225;704
10/03/2020;13;Madrid;21;fallecidos;6663394;479;225;704
11/03/2020;13;Madrid;31;fallecidos;6663394;479;225;704
12/03/2020;13;Madrid;56;fallecidos;6663394;479;225;704
13/03/2020;13;Madrid;81;fallecidos;6663394;479;225;704
14/03/2020;13;Madrid;86;fallecidos;6663394;479;225;704
15/03/2020;13;Madrid;213;fallecidos;6663394;479;225;704
16/03/2020;13;Madrid;213;fallecidos;6663394;479;225;704
17/03/2020;13;Madrid;355;fallecidos;6663394;479;225;704
18/03/2020;13;Madrid;390;fallecidos;6663394;479;225;704
19/03/2020;13;Madrid;498;fallecidos;6663394;479;225;704
20/03/2020;13;Madrid;628;fallecidos;6663394;479;225;704
21/03/2020;13;Madrid;804;fallecidos;6663394;479;225;704
22/03/2020;13;Madrid;1021;fallecidos;6663394;479;225;704
23/03/2020;13;Madrid;1263;fallecidos;6663394;479;225;704
24/03/2020;13;Madrid;1535;fallecidos;6663394;479;225;704
25/03/2020;13;Madrid;1825;fallecidos;6663394;479;225;704
26/03/2020;13;Madrid;2090;fallecidos;6663394;479;225;704
27/03/2020;13;Madrid;2412;fallecidos;6663394;479;225;704
28/03/2020;13;Madrid;2757;fallecidos;6663394;479;225;704
29/03/2020;13;Madrid;3082;fallecidos;6663394;479;225;704
30/03/2020;13;Madrid;3392;fallecidos;6663394;479;225;704
31/03/2020;13;Madrid;3603;fallecidos;6663394;479;225;704
01/04/2020;13;Madrid;3865;fallecidos;6663394;479;225;704
02/04/2020;13;Madrid;4175;fallecidos;6663394;479;225;704
03/04/2020;13;Madrid;4483;fallecidos;6663394;479;225;704
04/04/2020;13;Madrid;4723;fallecidos;6663394;479;225;704
05/04/2020;13;Madrid;4941;fallecidos;6663394;479;225;704
06/04/2020;13;Madrid;5136;fallecidos;6663394;479;225;704
07/04/2020;13;Madrid;5371;fallecidos;6663394;479;225;704
08/04/2020;13;Madrid;5586;fallecidos;6663394;479;225;704
09/04/2020;13;Madrid;5800;fallecidos;6663394;479;225;704
10/04/2020;13;Madrid;5972;fallecidos;6663394;479;225;704
11/04/2020;13;Madrid;6084;fallecidos;6663394;479;225;704
12/04/2020;13;Madrid;6278;fallecidos;6663394;479;225;704
13/04/2020;13;Madrid;6423;fallecidos;6663394;479;225;704
14/04/2020;13;Madrid;6568;fallecidos;6663394;479;225;704
15/04/2020;13;Madrid;6724;fallecidos;6663394;479;225;704
03/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
04/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
05/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
06/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
07/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
08/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
09/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
10/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
11/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
12/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
13/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
14/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
15/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
16/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
17/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
18/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
19/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
20/03/2020;14;Murcia;0;fallecidos;1493898;112;11;123
21/03/2020;14;Murcia;1;fallecidos;1493898;112;11;123
22/03/2020;14;Murcia;1;fallecidos;1493898;112;11;123
23/03/2020;14;Murcia;2;fallecidos;1493898;112;11;123
24/03/2020;14;Murcia;3;fallecidos;1493898;112;11;123
25/03/2020;14;Murcia;5;fallecidos;1493898;112;11;123
26/03/2020;14;Murcia;8;fallecidos;1493898;112;11;123
27/03/2020;14;Murcia;15;fallecidos;1493898;112;11;123
28/03/2020;14;Murcia;17;fallecidos;1493898;112;11;123
29/03/2020;14;Murcia;20;fallecidos;1493898;112;11;123
30/03/2020;14;Murcia;25;fallecidos;1493898;112;11;123
31/03/2020;14;Murcia;34;fallecidos;1493898;112;11;123
01/04/2020;14;Murcia;37;fallecidos;1493898;112;11;123
02/04/2020;14;Murcia;42;fallecidos;1493898;112;11;123
03/04/2020;14;Murcia;46;fallecidos;1493898;112;11;123
04/04/2020;14;Murcia;51;fallecidos;1493898;112;11;123
05/04/2020;14;Murcia;59;fallecidos;1493898;112;11;123
06/04/2020;14;Murcia;68;fallecidos;1493898;112;11;123
07/04/2020;14;Murcia;78;fallecidos;1493898;112;11;123
08/04/2020;14;Murcia;85;fallecidos;1493898;112;11;123
09/04/2020;14;Murcia;88;fallecidos;1493898;112;11;123
10/04/2020;14;Murcia;90;fallecidos;1493898;112;11;123
11/04/2020;14;Murcia;94;fallecidos;1493898;112;11;123
12/04/2020;14;Murcia;97;fallecidos;1493898;112;11;123
13/04/2020;14;Murcia;101;fallecidos;1493898;112;11;123
14/04/2020;14;Murcia;106;fallecidos;1493898;112;11;123
15/04/2020;14;Murcia;109;fallecidos;1493898;112;11;123
03/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
04/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
05/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
06/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
07/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
08/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
09/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
10/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
11/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
12/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
13/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
14/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
15/03/2020;15;Navarra;0;fallecidos;654214;46;19;65
16/03/2020;15;Navarra;1;fallecidos;654214;46;19;65
17/03/2020;15;Navarra;2;fallecidos;654214;46;19;65
18/03/2020;15;Navarra;3;fallecidos;654214;46;19;65
19/03/2020;15;Navarra;4;fallecidos;654214;46;19;65
20/03/2020;15;Navarra;5;fallecidos;654214;46;19;65
21/03/2020;15;Navarra;9;fallecidos;654214;46;19;65
22/03/2020;15;Navarra;14;fallecidos;654214;46;19;65
23/03/2020;15;Navarra;24;fallecidos;654214;46;19;65
24/03/2020;15;Navarra;31;fallecidos;654214;46;19;65
25/03/2020;15;Navarra;33;fallecidos;654214;46;19;65
26/03/2020;15;Navarra;49;fallecidos;654214;46;19;65
27/03/2020;15;Navarra;58;fallecidos;654214;46;19;65
28/03/2020;15;Navarra;70;fallecidos;654214;46;19;65
29/03/2020;15;Navarra;84;fallecidos;654214;46;19;65
30/03/2020;15;Navarra;102;fallecidos;654214;46;19;65
31/03/2020;15;Navarra;113;fallecidos;654214;46;19;65
01/04/2020;15;Navarra;130;fallecidos;654214;46;19;65
02/04/2020;15;Navarra;141;fallecidos;654214;46;19;65
03/04/2020;15;Navarra;151;fallecidos;654214;46;19;65
04/04/2020;15;Navarra;171;fallecidos;654214;46;19;65
05/04/2020;15;Navarra;178;fallecidos;654214;46;19;65
06/04/2020;15;Navarra;187;fallecidos;654214;46;19;65
07/04/2020;15;Navarra;202;fallecidos;654214;46;19;65
08/04/2020;15;Navarra;206;fallecidos;654214;46;19;65
09/04/2020;15;Navarra;214;fallecidos;654214;46;19;65
10/04/2020;15;Navarra;218;fallecidos;654214;46;19;65
11/04/2020;15;Navarra;227;fallecidos;654214;46;19;65
12/04/2020;15;Navarra;232;fallecidos;654214;46;19;65
13/04/2020;15;Navarra;239;fallecidos;654214;46;19;65
14/04/2020;15;Navarra;249;fallecidos;654214;46;19;65
15/04/2020;15;Navarra;252;fallecidos;654214;46;19;65
03/03/2020;16;Pais Vasco;0;fallecidos;2207776;158;21;179
04/03/2020;16;Pais Vasco;0;fallecidos;2207776;158;21;179
05/03/2020;16;Pais Vasco;1;fallecidos;2207776;158;21;179
06/03/2020;16;Pais Vasco;1;fallecidos;2207776;158;21;179
07/03/2020;16;Pais Vasco;1;fallecidos;2207776;158;21;179
08/03/2020;16;Pais Vasco;5;fallecidos;2207776;158;21;179
09/03/2020;16;Pais Vasco;5;fallecidos;2207776;158;21;179
10/03/2020;16;Pais Vasco;6;fallecidos;2207776;158;21;179
11/03/2020;16;Pais Vasco;6;fallecidos;2207776;158;21;179
12/03/2020;16;Pais Vasco;11;fallecidos;2207776;158;21;179
13/03/2020;16;Pais Vasco;14;fallecidos;2207776;158;21;179
14/03/2020;16;Pais Vasco;14;fallecidos;2207776;158;21;179
15/03/2020;16;Pais Vasco;23;fallecidos;2207776;158;21;179
16/03/2020;16;Pais Vasco;23;fallecidos;2207776;158;21;179
17/03/2020;16;Pais Vasco;36;fallecidos;2207776;158;21;179
18/03/2020;16;Pais Vasco;40;fallecidos;2207776;158;21;179
19/03/2020;16;Pais Vasco;53;fallecidos;2207776;158;21;179
20/03/2020;16;Pais Vasco;71;fallecidos;2207776;158;21;179
21/03/2020;16;Pais Vasco;85;fallecidos;2207776;158;21;179
22/03/2020;16;Pais Vasco;97;fallecidos;2207776;158;21;179
23/03/2020;16;Pais Vasco;120;fallecidos;2207776;158;21;179
24/03/2020;16;Pais Vasco;133;fallecidos;2207776;158;21;179
25/03/2020;16;Pais Vasco;155;fallecidos;2207776;158;21;179
26/03/2020;16;Pais Vasco;180;fallecidos;2207776;158;21;179
27/03/2020;16;Pais Vasco;207;fallecidos;2207776;158;21;179
28/03/2020;16;Pais Vasco;221;fallecidos;2207776;158;21;179
